 Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2017","Salmonellosis, Cum 2017, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2017","Shiga toxin-producing E. coli (STEC)§, Cum 2017, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2017","Shigellosis, Cum 2017, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag",Location 1,Location 2
HAWAII,2017,40,,-,5,,17,,207,,225,,,-,0,,3,,17,,16,,,-,0,,3,,29,,31,,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2017,40,,-,2,,8,,104,,162,,,-,0,,3,,25,,21,,,-,0,,3,,9,,8,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2017,41,383,,897,,1959,,36876,,42764,,36,,133,,506,,5507,,6361,,80,,262,,633,,10350,,17085,,,
NEW ENGLAND,2017,41,3,,35,,90,,1664,,1894,,1,,5,,16,,228,,302,,1,,6,,14,,251,,219,,,
MID. ATLANTIC,2017,41,67,,78,,145,,3276,,4164,,5,,13,,30,,575,,643,,18,,23,,41,,924,,1275,,,
NEW YORK CITY,2017,41,29,,17,,52,,873,,790,,1,,3,,10,,110,,94,,12,,8,,18,,345,,283,,,
E.N. CENTRAL,2017,41,44,,99,,207,,4348,,5174,,8,,15,,61,,748,,955,,11,,38,,80,,1445,,2829,,,
W.N. CENTRAL,2017,41,22,,61,,106,,2349,,3231,,6,,19,,48,,816,,1240,,2,,14,,47,,556,,2033,,,
S. ATLANTIC,2017,41,85,,244,,461,,10409,,11431,,,-,11,,22,,452,,477,,16,,55,,88,,2177,,2218,,,
E.S. CENTRAL,2017,41,27,,73,,117,,2775,,3490,,,-,5,,15,,192,,256,,,-,17,,39,,673,,637,,,
W.S. CENTRAL,2017,41,59,,130,,646,,4802,,6589,,2,,24,,166,,881,,897,,18,,39,,202,,1456,,4596,,,
ARIZONA,2017,41,17,,16,,29,,682,,714,,,-,3,,9,,133,,119,,4,,11,,25,,439,,1104,,"ARIZONA
(34.869712, -111.760902)",
MOUNTAIN,2017,41,33,,56,,89,,2262,,2326,,3,,14,,27,,555,,717,,10,,21,,40,,810,,1571,,,
PACIFIC,2017,41,43,,117,,824,,4991,,4465,,11,,23,,274,,1060,,874,,4,,47,,232,,2058,,1707,,,
AMER. SAMOA,2017,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
CALIFORNIA,2017,41,5,,92,,161,,3806,,3812,,1,,17,,39,,662,,685,,3,,42,,69,,1737,,1583,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2017,41,21,,20,,45,,892,,989,,,-,0,,2,,18,,17,,,-,3,,8,,122,,57,,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2017,41,,-,3,,9,,122,,160,,,-,0,,4,,25,,47,,,-,1,,6,,41,,52,,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2017,41,29,,26,,75,,1271,,1319,,,-,1,,5,,37,,32,,12,,5,,23,,303,,198,,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2017,41,6,,10,,29,,434,,610,,,-,1,,5,,28,,71,,,-,5,,20,,184,,189,,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2017,41,1,,3,,8,,113,,142,,1,,2,,7,,82,,105,,,-,0,,3,,9,,8,,"MONTANA
(47.062617, -109.430168)",
OHIO,2017,41,28,,25,,54,,1150,,1328,,4,,4,,19,,227,,225,,11,,12,,30,,474,,909,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2017,41,,-,21,,54,,900,,1016,,,-,2,,14,,99,,106,,,-,3,,8,,128,,143,,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2017,41,8,,13,,30,,606,,653,,2,,3,,15,,236,,279,,,-,2,,9,,121,,390,,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2017,41,,-,25,,88,,1173,,1851,,,-,1,,5,,34,,59,,,-,5,,21,,160,,389,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2017,41,19,,13,,34,,522,,652,,1,,1,,6,,66,,85,,,-,4,,15,,194,,122,,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2017,41,,-,24,,42,,799,,979,,,-,0,,4,,20,,29,,,-,3,,8,,151,,215,,"ALABAMA
(32.839182, -86.631125)",
GUAM,2017,41,,-,0,,5,,,-,13,,,-,0,,0,,,-,,-,,-,0,,5,,,-,8,,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2017,41,,-,17,,37,,786,,901,,,-,2,,7,,127,,132,,,-,12,,31,,402,,530,,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2017,41,,-,4,,9,,172,,143,,1,,3,,9,,115,,147,,1,,0,,5,,29,,38,,"IDAHO
(43.680635, -114.364237)",
VIRGIN ISL.,2017,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
COLORADO,2017,41,15,,13,,25,,543,,570,,1,,2,,11,,57,,190,,5,,3,,9,,146,,154,,"COLORADO
(38.841772, -106.132562)",
PUERTO RICO,2017,41,,-,6,,18,,131,,508,,,-,0,,0,,,-,,-,,-,0,,2,,5,,22,,"PUERTO RICO
(18.215692, -66.414655)",
NEBRASKA,2017,41,,-,6,,23,,268,,244,,,-,2,,12,,124,,104,,,-,0,,8,,14,,141,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2017,41,1,,3,,11,,153,,144,,,-,0,,1,,6,,13,,,-,1,,6,,32,,55,,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2017,41,,-,5,,25,,163,,897,,,-,2,,12,,98,,129,,,-,5,,13,,201,,235,,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2017,41,14,,20,,44,,835,,844,,4,,6,,17,,260,,274,,2,,7,,31,,304,,694,,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2017,41,,-,8,,24,,373,,374,,,-,2,,7,,90,,133,,,-,2,,17,,91,,200,,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2017,41,,-,11,,51,,320,,1068,,,-,0,,2,,6,,22,,,-,1,,22,,79,,310,,"LOUISIANA
(31.2931, -92.463284)",
NORTH DAKOTA,2017,41,,-,2,,9,,77,,95,,,-,0,,4,,36,,26,,,-,0,,1,,1,,16,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2017,41,10,,23,,45,,883,,968,,,-,2,,9,,126,,117,,1,,3,,13,,126,,312,,"VIRGINIA
(37.542699, -78.45822)",
OREGON,2017,41,2,,9,,25,,392,,364,,4,,4,,10,,180,,160,,1,,2,,13,,108,,89,,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2017,41,,-,4,,14,,190,,270,,,-,1,,6,,69,,73,,,-,0,,7,,25,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2017,41,36,,6,,754,,549,,,-,6,,0,,259,,193,,,-,,-,0,,191,,178,,,-,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2017,41,21,,88,,589,,3271,,4146,,1,,20,,122,,732,,683,,16,,29,,151,,1077,,3600,,"TEXAS
(31.827233, -99.423022)",
MAINE,2017,41,,-,2,,7,,83,,99,,,-,0,,2,,24,,32,,,-,0,,2,,7,,1,,"MAINE
(45.252223, -68.986647)",
DIST. OF COL.,2017,41,,-,0,,3,,21,,59,,,-,0,,2,,3,,7,,,-,0,,2,,15,,18,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PENNSYLVANIA,2017,41,13,,27,,58,,1207,,1320,,2,,4,,11,,171,,205,,1,,5,,15,,204,,585,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2017,41,,-,0,,19,,,-,751,,,-,0,,8,,1,,351,,,-,0,,4,,,-,569,,"MINNESOTA
(46.357661, -94.793397)",
OKLAHOMA,2017,41,19,,17,,41,,689,,723,,,-,2,,39,,77,,107,,2,,2,,44,,106,,564,,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2017,41,,-,1,,7,,51,,197,,,-,0,,1,,3,,22,,,-,0,,2,,3,,9,,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2017,41,,-,2,,6,,86,,107,,1,,0,,3,,15,,19,,,-,0,,2,,16,,2,,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2017,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW HAMPSHIRE,2017,41,,-,2,,8,,108,,167,,,-,0,,3,,26,,21,,,-,0,,3,,9,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2017,41,2,,8,,22,,383,,407,,,-,1,,4,,55,,117,,,-,1,,6,,62,,44,,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2017,41,25,,24,,52,,1033,,1157,,2,,4,,14,,196,,215,,5,,4,,11,,174,,172,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2017,41,6,,14,,38,,689,,755,,,-,1,,6,,41,,54,,2,,4,,12,,201,,123,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2017,41,,-,29,,60,,1232,,1520,,,-,3,,9,,123,,280,,,-,6,,16,,215,,493,,"ILLINOIS
(40.477092, -88.993221)",
WISCONSIN,2017,41,16,,13,,59,,676,,754,,4,,3,,18,,197,,227,,,-,6,,22,,244,,654,,"WISCONSIN
(44.395526, -89.834513)",
NEW MEXICO,2017,41,,-,6,,14,,251,,268,,,-,1,,5,,36,,37,,,-,3,,17,,117,,147,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2017,41,,-,111,,211,,4571,,4268,,,-,2,,10,,93,,73,,,-,22,,54,,1003,,562,,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2017,41,,-,11,,30,,504,,671,,,-,1,,12,,74,,91,,,-,3,,7,,110,,243,,"INDIANA
(39.76845, -86.156212)",
RHODE ISLAND,2017,41,1,,2,,11,,104,,98,,,-,0,,3,,9,,7,,1,,1,,4,,29,,20,,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2017,41,,-,5,,17,,207,,233,,,-,0,,3,,17,,17,,,-,0,,3,,29,,31,,"HAWAII
(21.30992, -157.858158)",
UTAH,2017,41,,-,7,,28,,313,,273,,,-,1,,7,,91,,61,,,-,0,,4,,24,,64,,"UTAH
(39.359772, -111.584173)",
GEORGIA,2017,41,39,,36,,73,,1597,,1870,,,-,2,,8,,109,,100,,1,,9,,20,,334,,552,,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2017,41,,-,17,,33,,650,,912,,,-,3,,12,,126,,139,,,-,5,,12,,216,,176,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2017,41,,-,1,,4,,37,,56,,,-,0,,2,,8,,12,,,-,0,,2,,6,,4,,"ALASKA
(64.836661, -147.738891)",
WYOMING,2017,41,,-,1,,6,,66,,56,,,-,0,,3,,16,,11,,,-,0,,3,,5,,4,,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2017,42,392,,906,,1959,,38281,,43988,,45,,133,,506,,5678,,6521,,84,,264,,633,,10635,,17464,,,
NEW ENGLAND,2017,42,5,,36,,85,,1727,,1929,,,-,5,,16,,247,,306,,,-,6,,13,,253,,224,,,
MID. ATLANTIC,2017,42,58,,78,,151,,3469,,4251,,9,,14,,30,,588,,658,,16,,23,,42,,954,,1293,,,
NEW YORK CITY,2017,42,23,,17,,52,,896,,814,,4,,3,,10,,114,,98,,9,,8,,18,,353,,287,,,
E.N. CENTRAL,2017,42,40,,99,,212,,4470,,5282,,10,,15,,63,,789,,981,,11,,38,,80,,1484,,2881,,,
W.N. CENTRAL,2017,42,1,,61,,106,,2389,,3295,,,-,18,,48,,827,,1253,,,-,14,,47,,562,,2080,,,
S. ATLANTIC,2017,42,44,,244,,462,,10865,,11847,,1,,11,,22,,463,,488,,12,,55,,91,,2228,,2283,,,
E.S. CENTRAL,2017,42,17,,73,,117,,2833,,3597,,,-,5,,15,,196,,266,,2,,17,,39,,683,,647,,,
W.S. CENTRAL,2017,42,122,,128,,646,,5029,,6802,,9,,23,,166,,898,,923,,22,,39,,202,,1485,,4699,,,
MOUNTAIN,2017,42,44,,55,,89,,2321,,2400,,4,,14,,27,,564,,743,,18,,20,,41,,846,,1605,,,
PACIFIC,2017,42,61,,117,,824,,5178,,4585,,12,,24,,274,,1106,,903,,3,,47,,232,,2140,,1752,,,
AMER. SAMOA,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2017,42,,-,4,,14,,190,,272,,,-,1,,6,,69,,74,,,-,0,,7,,25,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARIZONA,2017,42,21,,16,,29,,705,,742,,1,,3,,9,,137,,122,,9,,11,,26,,464,,1121,,"ARIZONA
(34.869712, -111.760902)",
VIRGIN ISL.,2017,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VERMONT,2017,42,2,,2,,6,,89,,110,,,-,0,,3,,15,,19,,,-,0,,2,,16,,2,,"VERMONT
(43.622479, -72.51927)",
IDAHO,2017,42,3,,4,,9,,177,,149,,,-,3,,9,,116,,156,,1,,0,,5,,31,,38,,"IDAHO
(43.680635, -114.364237)",
MAINE,2017,42,,-,2,,7,,84,,100,,,-,0,,2,,25,,34,,,-,0,,2,,7,,1,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2017,42,14,,36,,73,,1632,,1942,,,-,2,,8,,109,,103,,3,,9,,20,,339,,572,,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,42,14,,92,,169,,3940,,3906,,,-,17,,39,,698,,712,,1,,42,,73,,1814,,1626,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2017,42,5,,13,,59,,688,,775,,5,,3,,18,,204,,234,,1,,6,,22,,245,,661,,"WISCONSIN
(44.395526, -89.834513)",
MISSISSIPPI,2017,42,,-,20,,45,,892,,1027,,,-,0,,2,,18,,18,,,-,3,,8,,122,,57,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2017,42,12,,10,,29,,447,,620,,,-,1,,5,,28,,76,,,-,5,,20,,184,,199,,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2017,42,14,,13,,34,,536,,686,,1,,1,,6,,67,,85,,1,,4,,15,,196,,123,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2017,42,17,,13,,25,,560,,588,,2,,1,,11,,59,,194,,7,,3,,9,,153,,155,,"COLORADO
(38.841772, -106.132562)",
NORTH DAKOTA,2017,42,,-,2,,9,,82,,95,,,-,1,,4,,38,,27,,,-,0,,1,,1,,16,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK,2017,42,26,,24,,52,,1059,,1173,,1,,4,,13,,196,,220,,6,,4,,11,,181,,176,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2017,42,8,,26,,75,,1286,,1378,,,-,1,,5,,37,,34,,3,,6,,23,,308,,202,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2017,42,2,,9,,25,,394,,373,,1,,4,,10,,183,,162,,1,,2,,13,,110,,91,,"OREGON
(44.567912, -120.156945)",
HAWAII,2017,42,2,,5,,17,,221,,249,,,-,0,,3,,17,,17,,,-,0,,3,,31,,31,,"HAWAII
(21.30992, -157.858158)",
LOUISIANA,2017,42,,-,10,,48,,320,,1105,,,-,0,,2,,6,,22,,,-,1,,22,,79,,332,,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2017,42,1,,3,,9,,123,,165,,,-,0,,4,,25,,47,,,-,1,,6,,41,,53,,"NEVADA
(39.491833, -117.070159)",
NEW HAMPSHIRE,2017,42,,-,2,,8,,114,,174,,,-,0,,3,,27,,21,,,-,0,,3,,10,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2017,42,,-,0,,19,,,-,767,,,-,0,,8,,1,,353,,,-,0,,4,,,-,571,,"MINNESOTA
(46.357661, -94.793397)",
INDIANA,2017,42,,-,11,,30,,520,,685,,,-,1,,12,,74,,93,,,-,3,,7,,113,,248,,"INDIANA
(39.76845, -86.156212)",
TEXAS,2017,42,78,,88,,589,,3455,,4275,,5,,19,,122,,745,,708,,19,,29,,151,,1102,,3678,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2017,42,7,,14,,38,,733,,770,,1,,1,,6,,46,,56,,5,,4,,12,,208,,127,,"MARYLAND
(39.290443, -76.612333)",
NORTH CAROLINA,2017,42,,-,25,,89,,1266,,1910,,,-,0,,5,,35,,61,,,-,5,,20,,167,,409,,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2017,42,30,,17,,41,,718,,736,,3,,2,,39,,80,,108,,2,,2,,44,,108,,566,,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2017,42,,-,17,,37,,799,,922,,,-,2,,7,,130,,134,,,-,12,,31,,406,,545,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2017,42,1,,9,,24,,408,,385,,,-,2,,7,,99,,135,,,-,2,,17,,97,,204,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2017,42,,-,2,,11,,104,,101,,,-,0,,3,,9,,7,,,-,1,,4,,29,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
DELAWARE,2017,42,,-,2,,11,,153,,150,,,-,0,,1,,6,,13,,,-,1,,6,,32,,56,,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2017,42,,-,23,,42,,806,,1011,,,-,0,,4,,24,,30,,,-,3,,8,,159,,215,,"ALABAMA
(32.839182, -86.631125)",
IOWA,2017,42,,-,13,,30,,606,,664,,,-,3,,15,,236,,279,,,-,2,,9,,121,,392,,"IOWA
(42.46942, -93.815856)",
MONTANA,2017,42,2,,3,,8,,115,,145,,1,,2,,7,,84,,108,,,-,0,,3,,9,,8,,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2017,42,,-,111,,238,,4792,,4439,,,-,2,,10,,95,,74,,,-,22,,54,,1027,,577,,"FLORIDA
(28.915325, -81.922409)",
UTAH,2017,42,,-,6,,28,,313,,277,,,-,1,,7,,91,,63,,,-,0,,4,,24,,67,,"UTAH
(39.359772, -111.584173)",
OHIO,2017,42,35,,25,,54,,1185,,1351,,5,,4,,19,,232,,236,,10,,12,,30,,484,,927,,"OHIO
(40.056807, -82.405897)",
GUAM,2017,42,,-,0,,5,,,-,13,,,-,0,,0,,,-,,-,,-,0,,5,,,-,8,,"GUAM
(13.3532, 144.653198)",
MISSOURI,2017,42,,-,19,,44,,835,,864,,,-,6,,17,,260,,278,,,-,7,,31,,304,,725,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2017,42,2,,8,,22,,393,,411,,,-,1,,4,,55,,119,,,-,1,,6,,62,,45,,"CONNECTICUT
(41.544654, -72.651713)",
PENNSYLVANIA,2017,42,9,,27,,58,,1243,,1342,,4,,4,,11,,179,,209,,1,,5,,15,,204,,593,,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2017,42,,-,1,,6,,66,,58,,,-,0,,3,,16,,11,,,-,0,,3,,5,,4,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2017,42,5,,17,,33,,688,,939,,,-,3,,12,,126,,142,,2,,5,,12,,218,,176,,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2017,42,,-,29,,63,,1278,,1549,,,-,3,,9,,149,,284,,,-,6,,16,,236,,500,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2017,42,,-,6,,23,,268,,248,,,-,2,,12,,124,,107,,,-,0,,8,,14,,149,,"NEBRASKA
(41.640503, -99.367122)",
NEW JERSEY,2017,42,,-,7,,25,,271,,922,,,-,2,,12,,99,,131,,,-,5,,13,,216,,237,,"NEW JERSEY
(40.104655, -74.386686)",
DIST. OF COL.,2017,42,,-,0,,3,,21,,61,,,-,0,,3,,5,,7,,,-,0,,2,,15,,18,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WASHINGTON,2017,42,43,,7,,754,,586,,,-,11,,0,,259,,200,,,-,1,,0,,191,,179,,,-,"WASHINGTON
(47.517368, -120.467672)",
C.N.M.I.,2017,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WEST VIRGINIA,2017,42,,-,1,,7,,51,,201,,,-,0,,1,,3,,22,,,-,0,,2,,3,,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2017,42,,-,6,,14,,262,,276,,,-,1,,5,,36,,42,,1,,3,,17,,119,,159,,"NEW MEXICO
(34.520396, -106.244402)",
MASSACHUSETTS,2017,42,1,,22,,50,,943,,1033,,,-,2,,14,,116,,106,,,-,3,,8,,129,,146,,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGINIA,2017,42,15,,23,,47,,931,,996,,,-,2,,9,,127,,118,,1,,3,,13,,129,,312,,"VIRGINIA
(37.542699, -78.45822)",
PUERTO RICO,2017,42,,-,6,,18,,131,,522,,,-,0,,0,,,-,,-,,-,0,,2,,5,,22,,"PUERTO RICO
(18.215692, -66.414655)",
ALASKA,2017,42,,-,1,,4,,37,,57,,,-,0,,2,,8,,12,,,-,0,,2,,6,,4,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2017,43,439,,897,,1959,,39367,,45105,,65,,130,,506,,5812,,6664,,104,,265,,633,,10873,,17826,,,
NEW ENGLAND,2017,43,1,,36,,85,,1746,,1962,,,-,5,,16,,252,,310,,,-,6,,13,,257,,228,,,
MID. ATLANTIC,2017,43,58,,78,,158,,3638,,4323,,8,,13,,30,,603,,669,,22,,23,,43,,995,,1319,,,
NEW YORK CITY,2017,43,25,,17,,52,,921,,824,,6,,3,,10,,120,,101,,15,,8,,18,,366,,294,,,
E.N. CENTRAL,2017,43,34,,97,,216,,4610,,5372,,9,,15,,63,,804,,995,,10,,37,,80,,1509,,2935,,,
W.N. CENTRAL,2017,43,23,,60,,106,,2430,,3347,,5,,18,,48,,842,,1277,,5,,14,,41,,573,,2121,,,
S. ATLANTIC,2017,43,101,,236,,463,,11138,,12256,,3,,11,,22,,477,,500,,11,,55,,91,,2264,,2353,,,
E.S. CENTRAL,2017,43,32,,73,,117,,2969,,3683,,1,,5,,15,,205,,273,,6,,17,,39,,700,,665,,,
W.S. CENTRAL,2017,43,129,,133,,646,,5223,,7032,,8,,24,,166,,929,,954,,29,,38,,202,,1522,,4777,,,
MOUNTAIN,2017,43,29,,55,,89,,2371,,2451,,6,,13,,27,,573,,757,,11,,20,,41,,869,,1627,,,
PACIFIC,2017,43,32,,117,,824,,5242,,4679,,25,,23,,274,,1127,,929,,10,,47,,232,,2184,,1801,,,
AMER. SAMOA,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
TEXAS,2017,43,99,,92,,589,,3617,,4428,,6,,19,,122,,774,,736,,18,,28,,151,,1127,,3744,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2017,43,11,,29,,61,,1316,,1368,,1,,4,,11,,183,,214,,2,,5,,15,,220,,604,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH DAKOTA,2017,43,,-,4,,14,,197,,274,,,-,1,,6,,75,,77,,,-,0,,7,,26,,23,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALASKA,2017,43,,-,1,,4,,37,,59,,,-,0,,2,,8,,13,,,-,0,,2,,6,,4,,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2017,43,,-,30,,67,,1355,,1571,,,-,3,,9,,150,,287,,,-,6,,16,,246,,506,,"ILLINOIS
(40.477092, -88.993221)",
WISCONSIN,2017,43,5,,13,,59,,714,,790,,3,,3,,18,,208,,241,,1,,6,,22,,247,,667,,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2017,43,,-,2,,8,,118,,175,,,-,0,,3,,28,,21,,,-,0,,3,,10,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2017,43,3,,9,,25,,407,,378,,1,,4,,10,,192,,167,,3,,2,,13,,114,,92,,"OREGON
(44.567912, -120.156945)",
HAWAII,2017,43,,-,5,,17,,221,,259,,,-,0,,3,,17,,18,,,-,0,,3,,31,,33,,"HAWAII
(21.30992, -157.858158)",
VIRGIN ISL.,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IDAHO,2017,43,2,,4,,9,,179,,152,,1,,2,,7,,117,,159,,,-,0,,5,,31,,38,,"IDAHO
(43.680635, -114.364237)",
INDIANA,2017,43,,-,11,,30,,528,,701,,,-,1,,12,,78,,94,,,-,3,,8,,117,,254,,"INDIANA
(39.76845, -86.156212)",
WEST VIRGINIA,2017,43,,-,1,,7,,51,,208,,,-,0,,1,,3,,23,,,-,0,,2,,3,,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2017,43,,-,13,,30,,606,,673,,,-,3,,15,,236,,283,,,-,2,,9,,121,,394,,"IOWA
(42.46942, -93.815856)",
MONTANA,2017,43,1,,3,,8,,118,,148,,1,,2,,7,,86,,108,,,-,0,,3,,9,,8,,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2017,43,17,,13,,30,,555,,699,,,-,1,,6,,67,,85,,10,,4,,15,,207,,128,,"ARKANSAS
(34.748745, -92.275105)",
MINNESOTA,2017,43,,-,0,,19,,,-,780,,,-,0,,8,,1,,359,,,-,0,,4,,,-,573,,"MINNESOTA
(46.357661, -94.793397)",
NEW YORK,2017,43,22,,25,,52,,1083,,1191,,1,,4,,13,,199,,223,,5,,4,,11,,188,,180,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2017,43,4,,10,,29,,455,,632,,,-,1,,4,,28,,77,,2,,5,,20,,186,,206,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2017,43,,-,6,,23,,268,,255,,,-,2,,12,,124,,109,,,-,0,,5,,14,,153,,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2017,43,24,,8,,754,,602,,,-,24,,0,,259,,212,,,-,3,,1,,191,,181,,,-,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2017,43,5,,17,,33,,709,,963,,,-,3,,12,,134,,146,,,-,5,,12,,226,,184,,"TENNESSEE
(35.681402, -85.774444)",
